GEOID,HousingType,IncomeBucket,EnergyBurdenPercent
42101002900,OWNER 1 DETACHED,$75k–$100k,2.18
42101002900,OWNER 2 UNIT,$75k–$100k,0.93
42101002900,RENTER 1 ATTACHED,$75k–$100k,9.32
42101002900,RENTER 2 UNIT,$75k–$100k,3.17
42101002900,RENTER 3-4 UNIT,$75k–$100k,4.98
42101002900,RENTER 5-9 UNIT,$75k–$100k,0
42101002900,RENTER 50+ UNIT,$75k–$100k,2.13
42101002900,OWNER 1 ATTACHED,$75k–$100k,9.26
42101002900,OWNER 1 DETACHED,$75k–$100k,2.13
42101002900,OWNER 2 UNIT,$75k–$100k,1.52
42101002900,RENTER 1 ATTACHED,$75k–$100k,12.02
42101002900,RENTER 2 UNIT,$75k–$100k,5.3
42101002900,RENTER 3-4 UNIT,$75k–$100k,6.79
42101002900,RENTER 50+ UNIT,$75k–$100k,1.95
42101003001,OWNER 1 ATTACHED,$50k–$60k,4.15
42101003001,OWNER 1 DETACHED,$50k–$60k,3.9
42101003001,RENTER 1 ATTACHED,$50k–$60k,39.53
42101003001,RENTER 1 DETACHED,$50k–$60k,3.76
42101003001,RENTER 10-19 UNIT,$50k–$60k,6.42
42101003001,RENTER 2 UNIT,$50k–$60k,4.44
42101003001,RENTER 3-4 UNIT,$50k–$60k,0.26
42101003001,RENTER 5-9 UNIT,$50k–$60k,0
42101003001,OWNER 1 ATTACHED,$50k–$60k,8.34
42101003001,OWNER 1 DETACHED,$50k–$60k,1.94
42101003001,OWNER MOBILE_TRAILER,$50k–$60k,0
42101003001,RENTER 1 ATTACHED,$50k–$60k,7.82
42101003001,RENTER 1 DETACHED,$50k–$60k,0.17
42101003001,RENTER 2 UNIT,$50k–$60k,1.01
42101003001,RENTER 3-4 UNIT,$50k–$60k,0.13
42101003001,OWNER 1 ATTACHED,$50k–$60k,14.33
42101003001,OWNER 1 DETACHED,$50k–$60k,3.6
42101003001,OWNER 2 UNIT,$50k–$60k,5.57
42101003001,RENTER 1 ATTACHED,$50k–$60k,5.65
42101003001,RENTER 1 DETACHED,$50k–$60k,0.07
42101003001,RENTER 2 UNIT,$50k–$60k,2.39
42101003001,RENTER 3-4 UNIT,$50k–$60k,1.16
42101003001,RENTER 5-9 UNIT,$50k–$60k,1.78
42101003001,OWNER 1 ATTACHED,$50k–$60k,3.1
42101003001,OWNER 1 DETACHED,$50k–$60k,0.38
42101003001,RENTER 1 ATTACHED,$50k–$60k,7.42
42101003001,RENTER 1 DETACHED,$50k–$60k,0.51
42101003001,RENTER 10-19 UNIT,$50k–$60k,0
42101003001,RENTER 2 UNIT,$50k–$60k,0.86
42101003001,RENTER 3-4 UNIT,$50k–$60k,0.33
42101003001,RENTER 5-9 UNIT,$50k–$60k,6.27
42101003001,OWNER 1 ATTACHED,$50k–$60k,2.89
42101003001,OWNER 1 DETACHED,$50k–$60k,0.57
42101003001,RENTER 1 ATTACHED,$50k–$60k,16.67
42101003001,RENTER 1 DETACHED,$50k–$60k,0.02
42101003001,RENTER 2 UNIT,$50k–$60k,1.39
42101003001,RENTER 3-4 UNIT,$50k–$60k,0.56
42101003001,RENTER 5-9 UNIT,$50k–$60k,1.65
42101003001,OWNER 1 ATTACHED,$50k–$60k,1.88
42101003001,OWNER 1 DETACHED,$50k–$60k,1.03
42101003001,RENTER 1 ATTACHED,$50k–$60k,5.17
42101003001,RENTER 1 DETACHED,$50k–$60k,0.79
42101003001,RENTER 2 UNIT,$50k–$60k,1.4
42101003001,RENTER 3-4 UNIT,$50k–$60k,0.79
42101003002,OWNER 1 ATTACHED,$60k–$75k,5.83
42101003002,OWNER 1 DETACHED,$60k–$75k,0.88
42101003002,OWNER 2 UNIT,$60k–$75k,0.34
42101003002,OWNER 3-4 UNIT,$60k–$75k,0.13
42101003002,RENTER 1 ATTACHED,$60k–$75k,9.28
42101003002,RENTER 1 DETACHED,$60k–$75k,0
42101003002,RENTER 2 UNIT,$60k–$75k,1.41
42101003002,RENTER 20-49 UNIT,$60k–$75k,1.3
42101003002,RENTER 3-4 UNIT,$60k–$75k,0.41
42101003002,RENTER 5-9 UNIT,$60k–$75k,0
42101003002,RENTER 50+ UNIT,$60k–$75k,0.59
42101003002,OWNER 1 ATTACHED,$60k–$75k,8.69
42101003002,OWNER 1 DETACHED,$60k–$75k,0.31
42101003002,OWNER 2 UNIT,$60k–$75k,1.41
42101003002,OWNER 3-4 UNIT,$60k–$75k,7.28
42101003002,RENTER 1 ATTACHED,$60k–$75k,8.23
42101003002,RENTER 1 DETACHED,$60k–$75k,0.98
42101003002,RENTER 2 UNIT,$60k–$75k,0.76
42101003002,RENTER 20-49 UNIT,$60k–$75k,0
42101003002,RENTER 3-4 UNIT,$60k–$75k,1.23
42101003002,RENTER 50+ UNIT,$60k–$75k,0.65
42101003002,OWNER 1 ATTACHED,$60k–$75k,10.61
42101003002,OWNER 1 DETACHED,$60k–$75k,1.25
42101003002,OWNER 2 UNIT,$60k–$75k,4.39
42101003002,OWNER 3-4 UNIT,$60k–$75k,26.67
42101003002,OWNER 5-9 UNIT,$60k–$75k,5.92
42101003002,RENTER 1 ATTACHED,$60k–$75k,12.97
42101003002,RENTER 1 DETACHED,$60k–$75k,2.45
42101003002,RENTER 2 UNIT,$60k–$75k,1.3
42101003002,RENTER 3-4 UNIT,$60k–$75k,0.35
42101003002,RENTER 5-9 UNIT,$60k–$75k,4.8
42101003002,RENTER 50+ UNIT,$60k–$75k,1.9
42101003002,OWNER 1 ATTACHED,$60k–$75k,4.74
42101003002,OWNER 1 DETACHED,$60k–$75k,0.79
42101003002,OWNER 2 UNIT,$60k–$75k,0
42101003002,RENTER 1 ATTACHED,$60k–$75k,6.53
42101003002,RENTER 1 DETACHED,$60k–$75k,0.17
42101003002,RENTER 2 UNIT,$60k–$75k,1.13
42101003002,RENTER 3-4 UNIT,$60k–$75k,0.65
42101003002,RENTER 50+ UNIT,$60k–$75k,0.11
42101003002,OWNER 1 ATTACHED,$60k–$75k,6.06
42101003002,OWNER 1 DETACHED,$60k–$75k,0.65
42101003002,OWNER 2 UNIT,$60k–$75k,0.69
42101003002,RENTER 1 ATTACHED,$60k–$75k,12.35
42101003002,RENTER 1 DETACHED,$60k–$75k,0.1
42101003002,RENTER 2 UNIT,$60k–$75k,0.69
42101003002,RENTER 3-4 UNIT,$60k–$75k,1.3
42101003002,RENTER 50+ UNIT,$60k–$75k,0.21
42101003002,OWNER 1 ATTACHED,$60k–$75k,7.08
42101003002,OWNER 1 DETACHED,$60k–$75k,0.64
42101003002,OWNER 2 UNIT,$60k–$75k,1.12
42101003002,RENTER 1 ATTACHED,$60k–$75k,2.96
42101003002,RENTER 1 DETACHED,$60k–$75k,3.73
42101003002,RENTER 2 UNIT,$60k–$75k,2.02
42101003002,RENTER 3-4 UNIT,$60k–$75k,1.32
42101003002,RENTER 50+ UNIT,$60k–$75k,0.31
42101003100,OWNER 1 ATTACHED,$75k–$100k,3.63
42101003100,OWNER 1 DETACHED,$75k–$100k,0.26
42101003100,RENTER 1 ATTACHED,$75k–$100k,3.78
42101003100,RENTER 2 UNIT,$75k–$100k,7.89
42101003100,RENTER 50+ UNIT,$75k–$100k,0
42101003100,OWNER 1 ATTACHED,$75k–$100k,11.72
42101003100,OWNER 1 DETACHED,$75k–$100k,0.59
42101003100,RENTER 1 ATTACHED,$75k–$100k,21.75
42101003100,RENTER 2 UNIT,$75k–$100k,1.06
42101003100,RENTER 50+ UNIT,$75k–$100k,0.96
42101003100,OWNER 1 ATTACHED,$75k–$100k,28.9
42101003100,OWNER 1 DETACHED,$75k–$100k,1.9
42101003100,RENTER 1 ATTACHED,$75k–$100k,10.59
42101003100,RENTER 2 UNIT,$75k–$100k,1.16
42101003100,RENTER 50+ UNIT,$75k–$100k,1.11
42101003100,OWNER 1 ATTACHED,$75k–$100k,11.9
42101003100,OWNER 1 DETACHED,$75k–$100k,1.26
42101003100,RENTER 1 ATTACHED,$75k–$100k,13.13
42101003100,RENTER 2 UNIT,$75k–$100k,1.81
42101003100,RENTER 50+ UNIT,$75k–$100k,1.21
42101003100,OWNER 1 ATTACHED,$75k–$100k,4.77
42101003100,OWNER 1 DETACHED,$75k–$100k,0.41
42101003100,RENTER 1 ATTACHED,$75k–$100k,12.53
42101003100,RENTER 2 UNIT,$75k–$100k,0.15
42101003100,RENTER 50+ UNIT,$75k–$100k,1.7
42101003100,OWNER 1 ATTACHED,$75k–$100k,11.5
42101003100,OWNER 1 DETACHED,$75k–$100k,1.3
42101003100,RENTER 1 ATTACHED,$75k–$100k,9.26
42101003100,RENTER 2 UNIT,$75k–$100k,0.86
42101003100,RENTER 50+ UNIT,$75k–$100k,0.78
42101003200,OWNER 1 ATTACHED,$50k–$60k,12.63
42101003200,OWNER 1 DETACHED,$50k–$60k,2.81
42101003200,OWNER 2 UNIT,$50k–$60k,8.66
42101003200,RENTER 1 ATTACHED,$50k–$60k,12.09
42101003200,RENTER 1 DETACHED,$50k–$60k,1.08
42101003200,RENTER 2 UNIT,$50k–$60k,0.44
42101003200,RENTER MOBILE_TRAILER,$50k–$60k,22.49
42101003200,OWNER 1 ATTACHED,$50k–$60k,38.22
42101003200,OWNER 1 DETACHED,$50k–$60k,0.44
42101003200,OWNER 2 UNIT,$50k–$60k,1.43
42101003200,RENTER 1 ATTACHED,$50k–$60k,5
42101003200,RENTER 1 DETACHED,$50k–$60k,1.18
42101003200,RENTER 2 UNIT,$50k–$60k,1.51
42101003200,OWNER 1 ATTACHED,$50k–$60k,25.89
42101003200,OWNER 1 DETACHED,$50k–$60k,0.69
42101003200,OWNER 2 UNIT,$50k–$60k,5.68
42101003200,RENTER 1 ATTACHED,$50k–$60k,11.82
42101003200,RENTER 1 DETACHED,$50k–$60k,1.05
42101003200,RENTER 2 UNIT,$50k–$60k,3.64
42101003200,OWNER 1 ATTACHED,$50k–$60k,42.45
42101003200,OWNER 1 DETACHED,$50k–$60k,0.46
42101003200,OWNER 2 UNIT,$50k–$60k,14.59
42101003200,RENTER 1 ATTACHED,$50k–$60k,5.59
42101003200,RENTER 1 DETACHED,$50k–$60k,0.73
42101003200,RENTER 2 UNIT,$50k–$60k,2.51
42101003200,RENTER MOBILE_TRAILER,$50k–$60k,0.51
42101003200,OWNER 1 ATTACHED,$50k–$60k,10.91
42101003200,OWNER 1 DETACHED,$50k–$60k,0.66
42101003200,RENTER 1 ATTACHED,$50k–$60k,6.7
42101003200,RENTER 1 DETACHED,$50k–$60k,0.02
42101003200,RENTER 2 UNIT,$50k–$60k,0.6
42101003200,RENTER MOBILE_TRAILER,$50k–$60k,14.1
42101003200,OWNER 1 ATTACHED,$50k–$60k,13.2
42101003200,OWNER 1 DETACHED,$50k–$60k,0.29
42101003200,RENTER 1 ATTACHED,$50k–$60k,3.16
42101003200,RENTER 1 DETACHED,$50k–$60k,0.71
42101003200,RENTER 2 UNIT,$50k–$60k,0.92
42101003200,RENTER MOBILE_TRAILER,$50k–$60k,6.32
42101003300,OWNER 1 ATTACHED,$50k–$60k,9.47
42101003300,OWNER 1 DETACHED,$50k–$60k,14.29
42101003300,RENTER 1 ATTACHED,$50k–$60k,69.46
42101003300,RENTER 1 DETACHED,$50k–$60k,31.75
42101003300,RENTER 2 UNIT,$50k–$60k,0
42101003300,RENTER 20-49 UNIT,$50k–$60k,0
42101003300,RENTER 50+ UNIT,$50k–$60k,10.19
42101003300,OWNER 1 ATTACHED,$50k–$60k,68.76
42101003300,OWNER 1 DETACHED,$50k–$60k,1.69
42101003300,RENTER 1 ATTACHED,$50k–$60k,38.2
42101003300,RENTER 1 DETACHED,$50k–$60k,5.4
42101003300,RENTER 10-19 UNIT,$50k–$60k,5.21
42101003300,RENTER 20-49 UNIT,$50k–$60k,0.73
42101003300,OWNER 1 ATTACHED,$50k–$60k,82.08
42101003300,OWNER 1 DETACHED,$50k–$60k,5.98
42101003300,RENTER 1 ATTACHED,$50k–$60k,31.35
42101003300,RENTER 1 DETACHED,$50k–$60k,5.68
42101003300,RENTER 10-19 UNIT,$50k–$60k,18.65
42101003300,RENTER 20-49 UNIT,$50k–$60k,26.14
42101003300,RENTER 5-9 UNIT,$50k–$60k,5.9
42101003300,OWNER 1 ATTACHED,$50k–$60k,11.62
42101003300,OWNER 1 DETACHED,$50k–$60k,5.87
42101003300,RENTER 1 ATTACHED,$50k–$60k,42.29
42101003300,RENTER 1 DETACHED,$50k–$60k,4.28
42101003300,RENTER 10-19 UNIT,$50k–$60k,4.3
42101003300,RENTER 20-49 UNIT,$50k–$60k,6.39
42101003300,RENTER 5-9 UNIT,$50k–$60k,12.07
42101003300,RENTER 50+ UNIT,$50k–$60k,8.13
42101003300,OWNER 1 ATTACHED,$50k–$60k,17.56
42101003300,OWNER 1 DETACHED,$50k–$60k,3.92
42101003300,RENTER 1 ATTACHED,$50k–$60k,35.38
42101003300,RENTER 1 DETACHED,$50k–$60k,0.06
42101003300,RENTER 10-19 UNIT,$50k–$60k,0.03
42101003300,RENTER 5-9 UNIT,$50k–$60k,7.43
42101003300,OWNER 1 ATTACHED,$50k–$60k,15.92
42101003300,OWNER 1 DETACHED,$50k–$60k,6.58
42101003300,RENTER 1 ATTACHED,$50k–$60k,22.17
42101003300,RENTER 1 DETACHED,$50k–$60k,2.91
42101003300,RENTER 10-19 UNIT,$50k–$60k,0.06
42101003600,OWNER 1 ATTACHED,$40k–$50k,11.62
42101003600,OWNER 1 DETACHED,$40k–$50k,14.93
42101003600,RENTER 1 ATTACHED,$40k–$50k,18.09
42101003600,RENTER 1 DETACHED,$40k–$50k,6.44
42101003600,RENTER 10-19 UNIT,$40k–$50k,0
42101003600,RENTER 20-49 UNIT,$40k–$50k,13.39
42101003600,RENTER 50+ UNIT,$40k–$50k,0.39
42101003600,OWNER 1 ATTACHED,$40k–$50k,10.87
42101003600,OWNER 1 DETACHED,$40k–$50k,4.54
42101003600,RENTER 1 ATTACHED,$40k–$50k,0.23
42101003600,RENTER 1 DETACHED,$40k–$50k,2.55
42101003600,RENTER 50+ UNIT,$40k–$50k,0.05
42101003600,OWNER 1 ATTACHED,$40k–$50k,7.68
42101003600,OWNER 1 DETACHED,$40k–$50k,4.4
42101003600,OWNER 1 ATTACHED,$40k–$50k,11.22
42101003600,OWNER 1 DETACHED,$40k–$50k,4.48
42101003600,RENTER 1 ATTACHED,$40k–$50k,19.44
42101003600,RENTER 1 DETACHED,$40k–$50k,20.83
42101003600,RENTER 50+ UNIT,$40k–$50k,7.02
42101003600,OWNER 1 ATTACHED,$40k–$50k,7.85
42101003600,OWNER 1 DETACHED,$40k–$50k,6.78
42101003600,RENTER 1 ATTACHED,$40k–$50k,17.85
42101003600,RENTER 1 DETACHED,$40k–$50k,0.15
42101003600,RENTER 50+ UNIT,$40k–$50k,1.06
42101003600,OWNER 1 ATTACHED,$40k–$50k,7.47
42101003600,OWNER 1 DETACHED,$40k–$50k,6.97
42101003600,RENTER 1 ATTACHED,$40k–$50k,1.98
42101003600,RENTER 1 DETACHED,$40k–$50k,7.33
42101003600,RENTER 50+ UNIT,$40k–$50k,0.48
42101003701,OWNER 1 ATTACHED,$50k–$60k,17.13
42101003701,OWNER 1 DETACHED,$50k–$60k,9.3
42101003701,OWNER 2 UNIT,$50k–$60k,12.96
42101003701,RENTER 1 ATTACHED,$50k–$60k,5.81
42101003701,RENTER 2 UNIT,$50k–$60k,1.11
42101003701,RENTER 5-9 UNIT,$50k–$60k,0
42101003701,RENTER MOBILE_TRAILER,$50k–$60k,12.51
42101003701,OWNER 1 ATTACHED,$50k–$60k,40.65
42101003701,OWNER 1 DETACHED,$50k–$60k,1.52
42101003701,OWNER 2 UNIT,$50k–$60k,17.2
42101003701,RENTER 1 ATTACHED,$50k–$60k,21.11
42101003701,RENTER 2 UNIT,$50k–$60k,0.94
42101003701,RENTER 5-9 UNIT,$50k–$60k,0.14
42101003701,RENTER MOBILE_TRAILER,$50k–$60k,0
42101003701,OWNER 1 ATTACHED,$50k–$60k,18.9
42101003701,OWNER 1 DETACHED,$50k–$60k,4.9
42101003701,OWNER 2 UNIT,$50k–$60k,5.64
42101003701,RENTER 1 ATTACHED,$50k–$60k,11.61
42101003701,RENTER 2 UNIT,$50k–$60k,1.67
42101003701,OWNER 1 ATTACHED,$50k–$60k,46.95
42101003701,OWNER 2 UNIT,$50k–$60k,0
42101003701,RENTER 1 ATTACHED,$50k–$60k,71.05
42101003701,RENTER 2 UNIT,$50k–$60k,13.89
42101003701,RENTER 5-9 UNIT,$50k–$60k,27.57
42101003701,OWNER 1 ATTACHED,$50k–$60k,15.41
42101003701,OWNER 1 DETACHED,$50k–$60k,1.48
42101003701,OWNER 2 UNIT,$50k–$60k,3.65
42101003701,RENTER 1 ATTACHED,$50k–$60k,10.08
42101003701,RENTER 2 UNIT,$50k–$60k,2.07
42101003701,OWNER 1 ATTACHED,$50k–$60k,21.38
42101003701,OWNER 1 DETACHED,$50k–$60k,2.28
42101003701,OWNER 2 UNIT,$50k–$60k,5.96
42101003701,RENTER 1 ATTACHED,$50k–$60k,8.22
42101003701,RENTER 2 UNIT,$50k–$60k,2.15
42101003702,OWNER 1 ATTACHED,$40k–$50k,10.14
42101003702,OWNER 1 DETACHED,$40k–$50k,2.12
42101003702,RENTER 1 ATTACHED,$40k–$50k,4.21
42101003702,RENTER 1 DETACHED,$40k–$50k,0.57
42101003702,RENTER 10-19 UNIT,$40k–$50k,0
42101003702,RENTER 2 UNIT,$40k–$50k,1.53
42101003702,RENTER MOBILE_TRAILER,$40k–$50k,91.77
42101003702,OWNER 1 ATTACHED,$40k–$50k,7.19
42101003702,OWNER 1 DETACHED,$40k–$50k,0.4
42101003702,RENTER 1 ATTACHED,$40k–$50k,20
42101003702,RENTER 1 DETACHED,$40k–$50k,0.13
42101003702,RENTER 2 UNIT,$40k–$50k,0.07
42101003702,OWNER 1 ATTACHED,$40k–$50k,15.37
42101003702,OWNER 1 DETACHED,$40k–$50k,1.04
42101003702,RENTER 1 ATTACHED,$40k–$50k,16.68
42101003702,RENTER 1 DETACHED,$40k–$50k,0.12
42101003702,RENTER 2 UNIT,$40k–$50k,3.45
42101003702,OWNER 1 ATTACHED,$40k–$50k,15.64
42101003702,OWNER 1 DETACHED,$40k–$50k,2.06
42101003702,RENTER 1 ATTACHED,$40k–$50k,12.74
42101003702,RENTER 1 DETACHED,$40k–$50k,0.81
42101003702,RENTER 2 UNIT,$40k–$50k,2.67
42101003702,RENTER MOBILE_TRAILER,$40k–$50k,0.47
42101003702,OWNER 1 ATTACHED,$40k–$50k,10.38
42101003702,OWNER 1 DETACHED,$40k–$50k,0.31
42101003702,RENTER 1 ATTACHED,$40k–$50k,22.96
42101003702,RENTER 1 DETACHED,$40k–$50k,0
42101003702,RENTER 2 UNIT,$40k–$50k,0.52
42101003702,RENTER MOBILE_TRAILER,$40k–$50k,12.8
42101003702,OWNER 1 ATTACHED,$40k–$50k,6.49
42101003702,OWNER 1 DETACHED,$40k–$50k,0.84
42101003702,RENTER 1 ATTACHED,$40k–$50k,3.14
42101003702,RENTER 1 DETACHED,$40k–$50k,0.04
42101003702,RENTER MOBILE_TRAILER,$40k–$50k,5.74
42101003800,OWNER 1 ATTACHED,$75k–$100k,2.78
42101003800,OWNER 1 DETACHED,$75k–$100k,0.16
42101003800,OWNER 2 UNIT,$75k–$100k,0.5
42101003800,RENTER 1 ATTACHED,$75k–$100k,1.53
42101003800,RENTER 1 DETACHED,$75k–$100k,0.38
42101003800,RENTER 2 UNIT,$75k–$100k,1.08
42101003800,RENTER 3-4 UNIT,$75k–$100k,0.4
42101003800,OWNER 1 ATTACHED,$75k–$100k,10.54
42101003800,OWNER 1 DETACHED,$75k–$100k,0.13
42101003800,OWNER 2 UNIT,$75k–$100k,3.56
42101003800,RENTER 1 ATTACHED,$75k–$100k,11.23
42101003800,RENTER 1 DETACHED,$75k–$100k,0.59
42101003800,RENTER 2 UNIT,$75k–$100k,1.56
42101003800,RENTER 3-4 UNIT,$75k–$100k,0.58
42101003800,RENTER 50+ UNIT,$75k–$100k,2.6
42101003800,OWNER 1 ATTACHED,$75k–$100k,5.22
42101003800,OWNER 1 DETACHED,$75k–$100k,0.86
42101003800,OWNER 2 UNIT,$75k–$100k,3.2
42101003800,OWNER 5-9 UNIT,$75k–$100k,5.29
42101003800,RENTER 1 ATTACHED,$75k–$100k,3.16
42101003800,RENTER 1 DETACHED,$75k–$100k,0.06
42101003800,RENTER 2 UNIT,$75k–$100k,3.19
42101003800,RENTER 3-4 UNIT,$75k–$100k,0.13
42101003800,RENTER 50+ UNIT,$75k–$100k,2.26
42101003800,OWNER 1 ATTACHED,$75k–$100k,4.05
42101003800,OWNER 1 DETACHED,$75k–$100k,0.54
42101003800,OWNER 2 UNIT,$75k–$100k,0
42101003800,RENTER 1 DETACHED,$75k–$100k,0.63
42101003800,RENTER 2 UNIT,$75k–$100k,0.3
42101003800,RENTER 20-49 UNIT,$75k–$100k,6.01
42101003800,RENTER 3-4 UNIT,$75k–$100k,0.02
42101003800,RENTER 50+ UNIT,$75k–$100k,0.05
42101003800,OWNER 1 ATTACHED,$75k–$100k,7.62
42101003800,OWNER 1 DETACHED,$75k–$100k,0.4
42101003800,RENTER 1 ATTACHED,$75k–$100k,2.88
42101003800,RENTER 1 DETACHED,$75k–$100k,0.04
42101003800,RENTER 2 UNIT,$75k–$100k,1.04
42101003800,RENTER 3-4 UNIT,$75k–$100k,0.1
42101003800,RENTER 50+ UNIT,$75k–$100k,1.07
42101003800,OWNER 1 ATTACHED,$75k–$100k,2.66
42101003800,OWNER 1 DETACHED,$75k–$100k,0.37
42101003800,OWNER 2 UNIT,$75k–$100k,2.04
42101003800,RENTER 1 ATTACHED,$75k–$100k,2.44
42101003800,RENTER 1 DETACHED,$75k–$100k,1.17
42101003800,RENTER 2 UNIT,$75k–$100k,2.43
42101003800,RENTER 3-4 UNIT,$75k–$100k,0.12
42101003800,RENTER 50+ UNIT,$75k–$100k,1.7
42101003901,OWNER 1 ATTACHED,$60k–$75k,5.09
42101003901,OWNER 1 DETACHED,$60k–$75k,1.25
42101003901,OWNER 2 UNIT,$60k–$75k,9.48
42101003901,RENTER 1 ATTACHED,$60k–$75k,0.94
42101003901,RENTER 1 DETACHED,$60k–$75k,2.59
42101003901,RENTER 2 UNIT,$60k–$75k,6.56
42101003901,RENTER 20-49 UNIT,$60k–$75k,1.35
42101003901,RENTER 3-4 UNIT,$60k–$75k,1.8
42101003901,OWNER 1 ATTACHED,$60k–$75k,5.77
42101003901,OWNER 1 DETACHED,$60k–$75k,1.04
42101003901,OWNER 2 UNIT,$60k–$75k,18.22
42101003901,RENTER 1 ATTACHED,$60k–$75k,2.88
42101003901,RENTER 1 DETACHED,$60k–$75k,0.66
42101003901,RENTER 2 UNIT,$60k–$75k,3.14
42101003901,RENTER 20-49 UNIT,$60k–$75k,0
42101003901,RENTER 3-4 UNIT,$60k–$75k,1.54
42101003901,OWNER 1 ATTACHED,$60k–$75k,45.1
42101003901,OWNER 1 DETACHED,$60k–$75k,1.46
42101003901,OWNER 2 UNIT,$60k–$75k,18.53
42101003901,RENTER 1 ATTACHED,$60k–$75k,3.85
42101003901,RENTER 1 DETACHED,$60k–$75k,0.13
42101003901,RENTER 2 UNIT,$60k–$75k,1.69
42101003901,RENTER 3-4 UNIT,$60k–$75k,3.48
42101003901,RENTER 50+ UNIT,$60k–$75k,12.87
42101003901,OWNER 1 ATTACHED,$60k–$75k,1.49
42101003901,OWNER 1 DETACHED,$60k–$75k,0.84
42101003901,OWNER 2 UNIT,$60k–$75k,1
42101003901,RENTER 1 ATTACHED,$60k–$75k,7
42101003901,RENTER 1 DETACHED,$60k–$75k,6.26
42101003901,RENTER 2 UNIT,$60k–$75k,6.51
42101003901,RENTER 20-49 UNIT,$60k–$75k,20.41
42101003901,RENTER 3-4 UNIT,$60k–$75k,6.75
42101003901,OWNER 1 ATTACHED,$60k–$75k,7.81
42101003901,OWNER 1 DETACHED,$60k–$75k,2.55
42101003901,RENTER 1 ATTACHED,$60k–$75k,3.34
42101003901,RENTER 1 DETACHED,$60k–$75k,0.39
42101003901,RENTER 2 UNIT,$60k–$75k,15.43
42101003901,RENTER 3-4 UNIT,$60k–$75k,22.69
42101003901,OWNER 1 ATTACHED,$60k–$75k,3.67
42101003901,OWNER 1 DETACHED,$60k–$75k,1.55
42101003901,OWNER 2 UNIT,$60k–$75k,2.08
42101003901,RENTER 1 ATTACHED,$60k–$75k,0.66
42101003901,RENTER 1 DETACHED,$60k–$75k,4.39
42101003901,RENTER 2 UNIT,$60k–$75k,16.7
42101003901,RENTER 3-4 UNIT,$60k–$75k,16.73
42101003902,OWNER 1 ATTACHED,$75k–$100k,4.34
42101003902,OWNER 1 DETACHED,$75k–$100k,3.43
42101003902,OWNER 2 UNIT,$75k–$100k,0.87
42101003902,RENTER 1 ATTACHED,$75k–$100k,0.66
42101003902,RENTER 1 DETACHED,$75k–$100k,1.1
42101003902,RENTER 2 UNIT,$75k–$100k,0.75
42101003902,RENTER 3-4 UNIT,$75k–$100k,11.75
42101003902,RENTER 5-9 UNIT,$75k–$100k,0.92
42101003902,OWNER 1 ATTACHED,$75k–$100k,11.66
42101003902,OWNER 1 DETACHED,$75k–$100k,4.01
42101003902,OWNER 2 UNIT,$75k–$100k,4.88
42101003902,RENTER 1 ATTACHED,$75k–$100k,3.62
42101003902,RENTER 1 DETACHED,$75k–$100k,1.68
42101003902,RENTER 2 UNIT,$75k–$100k,0.3
42101003902,RENTER 3-4 UNIT,$75k–$100k,0.52
42101003902,RENTER 5-9 UNIT,$75k–$100k,0
42101003902,OWNER 1 ATTACHED,$75k–$100k,15.82
42101003902,OWNER 1 DETACHED,$75k–$100k,9.38
42101003902,OWNER 2 UNIT,$75k–$100k,6
42101003902,RENTER 1 ATTACHED,$75k–$100k,17.85
42101003902,RENTER 1 DETACHED,$75k–$100k,0.02
42101003902,RENTER 2 UNIT,$75k–$100k,0.19
42101003902,RENTER 3-4 UNIT,$75k–$100k,0.67
42101003902,OWNER 1 ATTACHED,$75k–$100k,2.99
42101003902,OWNER 1 DETACHED,$75k–$100k,1.21
42101003902,OWNER 2 UNIT,$75k–$100k,0.48
42101003902,RENTER 1 ATTACHED,$75k–$100k,4.37
42101003902,RENTER 2 UNIT,$75k–$100k,0.2
42101003902,RENTER 3-4 UNIT,$75k–$100k,0.07
42101003902,RENTER 5-9 UNIT,$75k–$100k,1.44
42101003902,OWNER 1 ATTACHED,$75k–$100k,3.53
42101003902,OWNER 1 DETACHED,$75k–$100k,2.14
42101003902,OWNER 2 UNIT,$75k–$100k,0.52
42101003902,RENTER 1 ATTACHED,$75k–$100k,61.67
42101003902,RENTER 1 DETACHED,$75k–$100k,0.18
42101003902,RENTER 2 UNIT,$75k–$100k,0.28
42101003902,RENTER 3-4 UNIT,$75k–$100k,0.89
42101003902,RENTER 5-9 UNIT,$75k–$100k,0.17
42101003902,OWNER 1 ATTACHED,$75k–$100k,5.08
42101003902,OWNER 1 DETACHED,$75k–$100k,0.64
42101003902,OWNER 2 UNIT,$75k–$100k,0.85
42101003902,RENTER 1 ATTACHED,$75k–$100k,1.38
42101003902,RENTER 1 DETACHED,$75k–$100k,6.19
42101003902,RENTER 2 UNIT,$75k–$100k,0.43
42101003902,RENTER 3-4 UNIT,$75k–$100k,1.12
42101004001,OWNER 1 ATTACHED,$60k–$75k,1.56
42101004001,OWNER 1 DETACHED,$60k–$75k,1.58
42101004001,RENTER 1 ATTACHED,$60k–$75k,14.75
42101004001,RENTER 1 DETACHED,$60k–$75k,3.23
42101004001,RENTER 10-19 UNIT,$60k–$75k,0
42101004001,RENTER 2 UNIT,$60k–$75k,17.25
42101004001,RENTER 20-49 UNIT,$60k–$75k,2.17
